,ratio,AvgGain,BattingAvg,AvgLoss
TCOM,11.563700052690026,2.7693314368677058,0.3333333333333333,-0.23948489015187535
PTON,2.5533505117250552,1.8375905640117374,0.14285714285714285,-0.7196781466443684
AMRN,3.7912773762872187,2.109731954126992,0.6666666666666666,-0.5564699558313624
SDC,2.2386309046489687,2.810872177681145,0.2,-1.2556210904815983
EXC,2.0822574439956574,2.494199450781809,0.5,-1.1978343302236794
STAY,-inf,2.482208858834515,0,0
PYPL,0.0,0,0,-2.532797685426195
HZNP,18.21822420009619,10.949606138081736,0.16666666666666666,-0.6010248868286472
DOCU,11.65082371590261,14.812489862224364,0.5,-1.2713684648756884
SUNW,1.626712960419485,2.903605994186087,0.25,-1.7849528864867015
PHUN,0.28624932124815394,0.7761147291524884,0.5,-2.711324260153136
MDRX,3.937645496295741,1.9914571831519123,0.5,-0.505748215532692
MNST,17.090620558126666,3.5220484845926547,0.5,-0.20608078405426333
RUN,1.4520013391283362,1.7247215151982909,0.6666666666666666,-1.187823639497243
ADTX,0.0,0,0,-0.8283655488166786
ROST,-inf,3.6278197411149127,0,0
SLM,-inf,2.6523533752700854,0,0
ACGL,-inf,1.8386472272768684,0.6666666666666666,0.0
CAKE,17.987182438550118,2.728985640834969,0.6666666666666666,-0.15171835000606926
CSX,-inf,3.996645823594891,0,0
AGNC,-inf,0.4747749029479831,0,0
ERIC,5.194530704679159,1.945072285312055,0.6666666666666666,-0.3744462004161342
CLSN,-inf,5.000000323938281,0,0
MIST,7.546123090002765,5.258617557044931,0.5,-0.6968634747042013
CAPR,2.342522379636233,1.7642718389175749,0.6666666666666666,-0.7531504732909089
GILD,6.046414953794456,2.0068270994550774,0.5,-0.33190363459849603
VBIV,0.9338510513081967,1.0040198904289532,0.3333333333333333,-1.0751392194959353
NVAX,1.5653847928608748,2.073340038875271,0.5,-1.3244922579617402
NTAP,1.8263103314423619,1.7921961720574697,0.4,-0.981320721458138
HMHC,2.2087233563962148,2.96846620060478,0.25,-1.3439737448370053
FLDM,-inf,3.8961398700247067,0,0
MOMO,0.0,0,0,-0.8581647154452199
TLT,0.369181062014112,0.07616319572401054,0.25,-0.20630309504093466
FCEL,6.374037349714131,9.209691992397474,0.5,-1.4448757494040287
GPRO,0.0,0,0,-1.2483699754896855
IDEX,2.6846290983404804,3.5938737671923793,0.5,-1.3386853958388345
FAST,8.085310465220442,2.7141978642540976,0.5,-0.33569494652424536
ATHX,0.7210927204678393,0.4144207062229954,0.6666666666666666,-0.5747120924395444
LYFT,1.6688182150278386,12.296835343024593,0.5,-7.3685888806166115
POLA,0.0,0,0,-1.6129017096748743
MEIP,0.0,0,0,-0.9900972325566193
APHA,-inf,2.2694049793065516,0,0
SONN,0.0,0,0,-1.9214207602900562
ETFC,-inf,0,0,0
CLNE,0.0,0,0,-1.1941724161083782
VEON,-inf,10.040160604116299,0,0
FANG,4.8313119278025,7.393754053069679,0.2,-1.530382257150739
MGEN,1.414143822412187,5.982910685442233,0.5,-4.230765351176824
FOLD,9.562576147809034,14.146748797516873,0.25,-1.4793867864527446
XLNX,6.86200361976474,4.001250376652765,0.6666666666666666,-0.5831023412940062
DISCA,2.2059133470366574,1.242173871931825,0.75,-0.5631109098643949
TXMD,6.710729192105459,7.142859846015659,0.3333333333333333,-1.0643939937881208
OTLK,0.0,0,0,-2.37994018151676
BND,0.0,0,0,-0.02283723064349097
ANGI,1.3160097655277037,1.418877085662018,0.75,-1.0781660765967538
NBL,-inf,0,0,0
AMZN,3.5029365370751666,3.5729860133327573,0.5,-1.0199973580783395
FITB,0.6202624663989351,1.6370636417889644,0.6,-2.6393079228109406
ACWX,20.000541953130554,1.979467863765172,0.6666666666666666,-0.0989707113139171
WKHS,2.940074777290167,13.188887762736524,0.3333333333333333,-4.485902149363891
FB,2.832256735430605,2.1299673261386487,0.6666666666666666,-0.7520389304731645
SFIX,1.4225028713390033,1.14286150251115,0.2,-0.8034159547497949
LTRPA,1.099655919450978,1.67638999088644,0.5,-1.524467755080522
XEL,-inf,1.4702345893650308,0,0
RRR,3.051589468835722,4.119652767462223,0.3333333333333333,-1.3500022888183583
TMUS,-inf,2.0771325976503885,0,0
TSLA,9.846210244067342,6.084301615440979,0.1111111111111111,-0.6179333433497387
NVDA,6.315511579194971,3.002990540098449,0.5,-0.4754944239182657
WDC,0.0,0,0,-0.2364258012211934
CREX,0.0,0,0,-3.0714333676039707
STNE,0.13308597148468188,0.30274333402384723,0.5,-2.27479523684202
CBAY,4.086260011307526,3.5582819070772542,0.25,-0.8707918481033398
TRIP,2.1662584915917495,1.050274615845026,0.3333333333333333,-0.4848334674378091
ALT,2.5115338081465945,3.5195922879542096,0.5,-1.4013716544598376
MRVL,1.5367164107998201,1.2005447141109071,0.3333333333333333,-0.7812402507539146
SMH,8.190662176678067,2.924382329184605,0.4,-0.35703857223063534
LVGO,0.0,0,0,-1.6419177478337654
GAN,3.017153054299105,3.6993691413338303,0.4,-1.2261125222211195
BLMN,0.8960695427256786,0.7700305574514843,0.4,-0.8593424067390942
MBRX,-inf,0,0,0
SHV,0.0,0,0,-0.009036169491249968
SQQQ,0.48913412636688086,1.728702638169688,0.3333333333333333,-3.534209831176355
RPRX,11.967226921701565,4.752855759529007,0.4,-0.3971559819685629
MCHI,6.671697279741793,4.144248925864091,0.2,-0.621168610039885
VISL,0.0,0,0,-3.695294359587981
ADI,1.7076329950539386,0.9281185746472742,0.25,-0.5435117366175968
URBN,1.6467391024084308,2.737561990737314,0.5,-1.662413910457039
JAMF,0.0,0,0,-0.7422905812660807
TGTX,2.3882068468150006,1.488089854033925,0.5,-0.6230992328066121
AIKI,0.006212982686430842,0.04101772617772781,0.5,-6.601937949595538
AAPL,3.1133142513610226,2.911822745093129,0.5,-0.9352807040985955
MLCO,8.463298080877964,4.754610810758941,0.25,-0.5617917229574535
WBA,4.979318361949649,3.421494263407032,0.3333333333333333,-0.6871410933578764
SRNE,1.406520345008043,1.13941960292534,0.2,-0.8100982022544612
NWSA,0.9043968072839236,0.7532189877582418,0.6,-0.8328412724280865
LBTYK,3.3206269984657752,3.021382907260217,0.2,-0.909883256582622
GPOR,-inf,0,0,0
IRWD,11.580748354518331,8.221996180597891,0.3333333333333333,-0.7099710596327746
YRCW,12.065806552436031,1.550910333089628,0.5,-0.12853764282972913
APA,-inf,5.134839868639762,0,0
MYOS,0.0,0,0,-1.3274323679807187
VOD,1.524358116155546,1.0370072788410511,0.4,-0.6802911126004951
NBEV,22.545304457871364,13.323465257271794,0.5,-0.5909640866535337
UPWK,3.722977262716195,4.158587224191768,0.4,-1.1170058076470128
NERV,10.0656033478994,8.090615111463784,0.25,-0.8037883902063577
CZR,24.75728044055634,13.0293922926628,0.3333333333333333,-0.5262852809680418
WEN,0.40640156972079533,0.37259520801719015,0.6666666666666666,-0.9168153761639486
MGNI,10.226882401951132,7.316127750106971,0.2,-0.7153820160004154
CRWD,3.4335095347084827,4.181891002665161,0.6666666666666666,-1.2179639987573876
DLTR,9.640066469830282,2.9210065794004536,0.6666666666666666,-0.3030068919692708
MSFT,2.9531218083369133,3.6775413371510024,0.6666666666666666,-1.2453063489521465
FISV,1.997508632747305,1.007458349361784,0.8,-0.5043574444913212
GOCO,17.842220096835078,14.285716933706283,0.3333333333333333,-0.8006692472222299
IAC,3.6986174483801832,2.7894320040097287,0.6666666666666666,-0.7541823513624979
PFF,0.487094088131699,0.08094948745369646,0.75,-0.16618860591017803
XSPA,0.0,0,0,-0.7912281134845692
SAVA,-inf,7.794439742945374,0,0
KHC,7.759885040214786,0.9806878639191904,0.75,-0.12637917428375278
BYFC,0.20171353028369565,0.6134963492337775,0.5,-3.041423886493577
AMAT,8.587432900002865,3.847558993670741,0.5,-0.4480453050957123
BNTX,0.8001338030728473,1.5117209047333713,0.4,-1.889335132358779
INTC,1.845987290128694,0.6137735016963131,0.3333333333333333,-0.3324906433421454
HTHT,2.079064472479919,1.1724092010099496,0.3333333333333333,-0.5639119019774763
VLY,0.3184740047846969,1.566265095004249,0.6666666666666666,-4.918031209684182
NAVI,16.339714999456568,5.621590075279026,0.6666666666666666,-0.34404456108726444
JD,3.5617074460636444,4.013381709754659,0.4,-1.1268139706954876
SOLO,2.390020074843052,5.12367437581509,0.16666666666666666,-2.1437788032602834
GNMK,-inf,4.7705097601219215,0,0
OSTK,1.9080381444849943,2.686010672347927,0.14285714285714285,-1.4077342636527417
MAT,3.619934878141951,1.297299496762383,0.2,-0.35837647373045123
ONTX,-inf,0,0,0
EMB,0.08208675450399525,0.009141464578621417,0.3333333333333333,-0.11136345484552557
EA,3.566170131140788,1.8538270562515446,0.75,-0.5198369646090106
BCRX,6.119247970323602,8.85072106028424,0.16666666666666666,-1.4463739830788702
SINT,1.314656432599957,2.1409698653017672,0.3333333333333333,-1.628539451229577
AMTD,-inf,0,0,0
INSG,1.4999812386699072,1.769445473482678,0.6666666666666666,-1.1796450701288208
IQ,7.21570814025763,4.31597778186108,0.25,-0.5981364126663502
LPCN,3.2851083169659563,6.198341000822061,0.5,-1.8867995824705996
UONEK,0.3891549189937019,2.245122473888972,0.5,-5.769225478877493
GERN,0.931855809155873,2.1232056826194334,0.6666666666666666,-2.2784701900852578
PDD,5.360240838452772,9.551436393947466,0.3333333333333333,-1.7819043363552445
FLEX,0.8599774996043011,1.7562716050817606,0.5,-2.042229716347077
BIGC,4.903489025457639,2.940897151932076,0.6666666666666666,-0.599756038335908
CLSK,4.452559258949491,8.905446833180442,0.25,-2.0000737363081242
ATVI,4.303372589198889,1.642036704706477,0.75,-0.3815697271548957
OGI,10.575735387239742,1.6260146842582035,0.5,-0.1537495620607232
NWL,-inf,2.20233770927738,0,0
BBBY,3.198932690296404,1.4876995118673058,0.75,-0.46506121131590916
SIRI,1.4726331880224475,0.34632001032446347,0.25,-0.2351705863627355
DKNG,1.509570374101967,4.4269412319071115,0.6666666666666666,-2.9325835402279066
MNKD,0.760230273371135,3.1048394142662694,0.5,-4.084077578887108
MCHP,5.997173248598965,3.0986746860643732,0.4,-0.5166892063337128
CNDT,2.381764061007577,4.5779711321819905,0.25,-1.9220926233328643
TXN,5.030052873517613,2.4284927115815425,0.5,-0.4827966569431408
KNDI,4.393940942988741,9.56592560848617,0.5,-2.1770719571800767
ADP,-inf,1.502680129922999,0,0
CETX,-inf,0.45662055716786387,0,0
MARK,4.440255276137331,3.7383140086171496,0.5,-0.8419142090112408
GNPX,1.1501771875133069,1.9917307848184018,0.3333333333333333,-1.7316730034652672
VCIT,0.0,0,0,-0.015717844241514012
PLUG,2.4053661919605673,7.447165239949394,0.5,-3.0960629881803374
CSCO,3.2424218258796684,0.9179630673112116,0.3333333333333333,-0.28311031587081315
UNIT,-inf,0.8549074119985345,0,0
CERN,4.630637145656389,1.3727878146420587,0.75,-0.29645765182222394
INO,2.4008808246150926,3.2978843475573005,0.3333333333333333,-1.3736143475951228
AAL,0.5187851348125625,0.4531172185056498,0.2,-0.8734198189185999
ACWI,18.36686636091312,2.307823020839428,0.5,-0.12565142988957279
XERS,-inf,2.709374848245194,0,0
IMMU,-inf,0,0,0
MYL,8.9601377431639,1.4593391859550775,0.6666666666666666,-0.16287017318104002
TIGR,0.0,0,0,-0.9400505975099227
CIDM,0.0,0,0,-3.649631588597424
VXUS,17.87143396748446,1.907869397140849,0.6666666666666666,-0.10675524978085438
NKLA,0.29501914652466077,0.21552218037907966,0.14285714285714285,-0.7305362479620084
PDBC,-inf,1.8910740919083846,0,0
SPWR,1.8788301638066554,1.4355162108273811,0.3333333333333333,-0.7640478838805281
OPK,4.810805388731073,6.70297624388736,0.25,-1.393316857004556
JBLU,0.8771459763380157,0.4789965958998832,0.5,-0.5460853823894163
PEIX,0.0,0,0,-2.104893314555245
SONO,3.5906147798330226,2.562993416239645,0.6666666666666666,-0.7138035053592784
HCACW,0.0,0,0,-4.6931363508116775
CRON,1.8575464035416376,5.655658372351602,0.3333333333333333,-3.0446929140334813
EXPE,4.0061961526457175,2.2027626843776016,0.5,-0.5498389495788625
CAN,0.46059760545214296,0.7025810290949952,0.3333333333333333,-1.5253683926674144
TELL,0.36162396757522347,0.6557769767333799,0.3333333333333333,-1.8134223268731986
CJJD,0.0,0,0,-0.8524636553358556
BLU,0.0,0,0,-0.7786463419474273
TTWO,3.3302635467520685,3.466565651330722,0.6666666666666666,-1.0409283237392986
ZNGA,0.24644355891600656,1.6805822542629227,0.75,-6.819339331305885
BOXL,-inf,0.651052387945894,0.3333333333333333,0.0
WIMI,1.0795463676954804,1.4260235615348948,0.16666666666666666,-1.3209470238680374
DISCK,3.6413476121866886,1.4084420439340588,0.75,-0.3867914283218532
IGSB,0.0,0,0,-0.027373647503725618
VIAV,32.726394652489354,2.654143015945798,0.3333333333333333,-0.0811009903207871
UMRX,-inf,0,0,0
PAYX,2.2193936594850725,1.4292261315030326,0.75,-0.643971440305291
ENPH,1.7900402381810732,0.36474903570835604,0.3333333333333333,-0.203765830470376
SFET,0.0,0,0,-2.010635878204381
BLNK,3.7135888815460705,5.731505098830958,0.5,-1.5433870796286886
CTSH,2.1635802443182666,0.6744851411335887,0.6,-0.3117449158194341
AMGN,5.500648677356508,3.422975929197858,0.5,-0.6222858666267095
PENN,3.8191395490698468,5.779652143983061,0.5,-1.5133388214082666
CVAC,0.0,0,0,-1.277451896408305
VCSH,0.0,0,0,-0.022498292326089686
TRVN,0.7245484072023003,1.8255609679852736,0.3333333333333333,-2.5195845437495534
ADMP,1.3220573581329178,1.9859176886694918,0.3333333333333333,-1.502141852206862
TQQQ,5.689954009706211,9.635773331547103,0.5,-1.6934712152523401
SWKS,0.30595454693589735,0.4799332263910383,0.4,-1.5686422417889165
CAR,0.40376811836406806,0.3674455480233707,0.3333333333333333,-0.9100410144122717
TNXP,0.08350745875883231,0.21052988216161417,0.3333333333333333,-2.5210907539363614
ZS,0.055715994444499324,0.027967332959999425,0.14285714285714285,-0.501962376133458
MGI,1.4176043386780706,1.738242136355339,0.2,-1.226182855772201
HOLX,5.141661090941637,5.005720954887716,0.5,-0.9735610469749911
IBM,0.7535559139196719,0.6102630899632588,0.4,-0.8098444703179811
T,0.34530427459514546,0.30963235490624186,0.4,-0.8966942424019297
DAL,2.88022365460494,2.624926050388643,0.25,-0.9113618819815872
J&J,-inf,0,0,0
GE,0.5425658064807319,1.2573773200143485,0.75,-2.3174650982341283
NIO,7.133033692088452,16.882352517046904,0.25,-2.366784350923764
JKS,0.3243747227556752,1.2039397039714683,0.4,-3.7115706604496954
